ED;ID;Setor;Prox.Setor
646;976;Relações Públicas;650
620;977;Gerenciamento;623
528;978;Jurídico;537
795;979;Gerenciamento;798
856;980;Suporte Técnico;903
412;981;Gerenciamento;442
532;982;Financeiro;538
298;983;Gerenciamento;301
842;984;Financeiro;848
62;985;Gerenciamento;68
608;986;Pesquisa e Desenvolvimento;614
382;987;Marketing;384
587;988;Marketing;617
736;989;Financeiro;737
994;990;Relações Públicas;0
680;991;Gerenciamento;690
937;992;Serviço ao Cliente;953
868;993;Pesquisa e Desenvolvimento;874
325;994;Vendas;339
63;995;Marketing;71
165;996;Gerenciamento;168
865;997;Recursos Humanos;870
80;998;Suporte Técnico;96
619;999;Jurídico;630
787;1000;Relações Públicas;791
