ED;ID;Setor;Prox.Setor
696;839;Vendas;718
718;503;Vendas;722
722;308;Vendas;727
727;284;Vendas;731
731;639;Vendas;741
741;191;Vendas;746
746;562;Vendas;756
756;192;Vendas;762
762;404;Vendas;775
775;302;Vendas;781
781;923;Vendas;803
803;68;Vendas;810
810;641;Vendas;826
826;187;Vendas;831
831;282;Vendas;835
835;704;Vendas;850
850;299;Vendas;853
853;679;Vendas;867
867;2;Vendas;872
872;181;Vendas;889
889;955;Vendas;900
900;418;Vendas;914
914;6;Vendas;923
923;643;Vendas;930
930;402;Vendas;934
934;87;Vendas;940
940;50;Vendas;941
941;174;Vendas;955
955;41;Vendas;964
964;78;Vendas;968
968;137;Vendas;0
